,primary_key,date,shares_held,high,low,action,price,volume,state
295,256b2e297cc1d8c4a8143c14075b68fb,2023-10-18,196,54.33,51.0,buy,49.82,0,withdraw
296,256b2e297cc1d8c4a8143c14075b68fb,2023-10-19,196,55.69,53.16,sell,56.12,0,withdraw
297,256b2e297cc1d8c4a8143c14075b68fb,2023-10-19,196,55.69,53.16,buy,50.92,0,withdraw
298,256b2e297cc1d8c4a8143c14075b68fb,2023-10-20,196,53.06,50.6,sell,56.57,0,withdraw
299,256b2e297cc1d8c4a8143c14075b68fb,2023-10-20,15582,53.06,50.6,buy,50.71,15386,make_a_deal
300,256b2e297cc1d8c4a8143c14075b68fb,2023-10-23,2429,52.55,49.68,sell,52.36,13153,make_a_deal
301,256b2e297cc1d8c4a8143c14075b68fb,2023-10-23,2429,52.55,49.68,buy,49.27,0,withdraw
302,256b2e297cc1d8c4a8143c14075b68fb,2023-10-24,2429,52.67,46.68,sell,53.99,0,withdraw
303,256b2e297cc1d8c4a8143c14075b68fb,2023-10-24,19749,52.67,46.68,buy,47.99,17320,make_a_deal
304,256b2e297cc1d8c4a8143c14075b68fb,2023-10-25,2086,49.71,46.73,sell,48.81,17663,make_a_deal
305,256b2e297cc1d8c4a8143c14075b68fb,2023-10-25,2086,49.71,46.73,buy,44.95,0,withdraw
306,256b2e297cc1d8c4a8143c14075b68fb,2023-10-26,2086,47.64,44.87,sell,49.89,0,withdraw
307,256b2e297cc1d8c4a8143c14075b68fb,2023-10-26,16816,47.64,44.87,buy,45.12,14730,make_a_deal
308,256b2e297cc1d8c4a8143c14075b68fb,2023-10-27,16816,46.08,44.67,sell,47.52,0,withdraw
309,256b2e297cc1d8c4a8143c14075b68fb,2023-10-27,16816,46.08,44.67,buy,44.31,0,withdraw
310,256b2e297cc1d8c4a8143c14075b68fb,2023-10-30,16816,46.09,44.74,sell,47.11,0,withdraw
311,256b2e297cc1d8c4a8143c14075b68fb,2023-10-30,16816,46.09,44.74,buy,43.76,0,withdraw
312,256b2e297cc1d8c4a8143c14075b68fb,2023-10-31,16816,46.3,44.5,sell,47.82,0,withdraw
313,256b2e297cc1d8c4a8143c14075b68fb,2023-10-31,22742,46.3,44.5,buy,44.55,5926,make_a_deal
314,256b2e297cc1d8c4a8143c14075b68fb,2023-11-01,22742,46.15,44.92,sell,47.14,0,withdraw
315,256b2e297cc1d8c4a8143c14075b68fb,2023-11-01,22742,46.15,44.92,buy,44.46,0,withdraw
316,256b2e297cc1d8c4a8143c14075b68fb,2023-11-02,22742,45.44,44.09,sell,46.34,0,withdraw
317,256b2e297cc1d8c4a8143c14075b68fb,2023-11-02,22742,45.44,44.09,buy,43.86,0,withdraw
318,256b2e297cc1d8c4a8143c14075b68fb,2023-11-03,14527,46.33,44.48,sell,44.89,8215,make_a_deal
319,256b2e297cc1d8c4a8143c14075b68fb,2023-11-03,14527,46.33,44.48,buy,43.92,0,withdraw
320,256b2e297cc1d8c4a8143c14075b68fb,2023-11-06,12716,47.89,45.92,sell,47.86,1811,make_a_deal
321,256b2e297cc1d8c4a8143c14075b68fb,2023-11-06,12716,47.89,45.92,buy,44.52,0,withdraw
322,256b2e297cc1d8c4a8143c14075b68fb,2023-11-07,5172,48.45,47.05,sell,48.35,7544,make_a_deal
323,256b2e297cc1d8c4a8143c14075b68fb,2023-11-07,5172,48.45,47.05,buy,46.12,0,withdraw
324,256b2e297cc1d8c4a8143c14075b68fb,2023-11-08,5172,48.99,47.8,sell,49.36,0,withdraw
325,256b2e297cc1d8c4a8143c14075b68fb,2023-11-08,5172,48.99,47.8,buy,45.97,0,withdraw
326,256b2e297cc1d8c4a8143c14075b68fb,2023-11-09,1879,49.56,47.98,sell,49.49,3293,make_a_deal
327,256b2e297cc1d8c4a8143c14075b68fb,2023-11-09,1879,49.56,47.98,buy,47.6,0,withdraw
328,256b2e297cc1d8c4a8143c14075b68fb,2023-11-10,1879,48.27,47.27,sell,49.49,0,withdraw
329,256b2e297cc1d8c4a8143c14075b68fb,2023-11-10,1879,48.27,47.27,buy,46.33,0,withdraw
330,256b2e297cc1d8c4a8143c14075b68fb,2023-11-13,188,50.77,47.82,sell,49.45,1691,make_a_deal
331,256b2e297cc1d8c4a8143c14075b68fb,2023-11-13,188,50.77,47.82,buy,44.67,0,withdraw
332,256b2e297cc1d8c4a8143c14075b68fb,2023-11-14,188,50.35,49.01,sell,50.53,0,withdraw
333,256b2e297cc1d8c4a8143c14075b68fb,2023-11-14,188,50.35,49.01,buy,47.72,0,withdraw
334,256b2e297cc1d8c4a8143c14075b68fb,2023-11-15,65,51.86,50.1,sell,50.97,123,make_a_deal
335,256b2e297cc1d8c4a8143c14075b68fb,2023-11-15,65,51.86,50.1,buy,48.79,0,withdraw
336,256b2e297cc1d8c4a8143c14075b68fb,2023-11-16,65,50.3,49.23,sell,51.42,0,withdraw
337,256b2e297cc1d8c4a8143c14075b68fb,2023-11-16,65,50.3,49.23,buy,48.56,0,withdraw
338,256b2e297cc1d8c4a8143c14075b68fb,2023-11-17,65,49.76,48.66,sell,51.19,0,withdraw
339,256b2e297cc1d8c4a8143c14075b68fb,2023-11-17,65,49.76,48.66,buy,47.83,0,withdraw
340,256b2e297cc1d8c4a8143c14075b68fb,2023-11-20,65,50.19,48.81,sell,50.74,0,withdraw
341,256b2e297cc1d8c4a8143c14075b68fb,2023-11-20,65,50.19,48.81,buy,46.94,0,withdraw
342,256b2e297cc1d8c4a8143c14075b68fb,2023-11-21,65,50.05,48.72,sell,50.54,0,withdraw
343,256b2e297cc1d8c4a8143c14075b68fb,2023-11-21,65,50.05,48.72,buy,48.44,0,withdraw
344,256b2e297cc1d8c4a8143c14075b68fb,2023-11-22,65,48.9,47.8,sell,51.17,0,withdraw
345,256b2e297cc1d8c4a8143c14075b68fb,2023-11-22,65,48.9,47.8,buy,47.37,0,withdraw
346,256b2e297cc1d8c4a8143c14075b68fb,2023-11-23,65,48.5,46.81,sell,49.5,0,withdraw
347,256b2e297cc1d8c4a8143c14075b68fb,2023-11-23,65,48.5,46.81,buy,45.76,0,withdraw
348,256b2e297cc1d8c4a8143c14075b68fb,2023-11-24,65,48.47,45.88,sell,50.27,0,withdraw
349,256b2e297cc1d8c4a8143c14075b68fb,2023-11-24,11246,48.47,45.88,buy,46.47,11181,make_a_deal
350,256b2e297cc1d8c4a8143c14075b68fb,2023-11-27,11246,46.27,45.5,sell,47.33,0,withdraw
351,256b2e297cc1d8c4a8143c14075b68fb,2023-11-27,11246,46.27,45.5,buy,45.18,0,withdraw
352,256b2e297cc1d8c4a8143c14075b68fb,2023-11-28,11246,45.81,45.15,sell,46.91,0,withdraw
353,256b2e297cc1d8c4a8143c14075b68fb,2023-11-28,11246,45.81,45.15,buy,43.7,0,withdraw
354,256b2e297cc1d8c4a8143c14075b68fb,2023-11-29,11246,45.77,44.9,sell,46.55,0,withdraw
355,256b2e297cc1d8c4a8143c14075b68fb,2023-11-29,11246,45.77,44.9,buy,44.09,0,withdraw
