primary_key,date,capital,shares_held,low,high,insert_timestamp,action,price,volume,state
be939aa305ac90bddee4658b2341388c,2023-10-31,175520.033213467,25148,44.5,46.3,2023-12-21 12:21:05,sell,47.04,0,withdraw
be939aa305ac90bddee4658b2341388c,2023-10-31,175520.033213467,27741,44.5,46.3,2023-12-21 12:21:05,buy,44.88,2593,make_a_deal
be939aa305ac90bddee4658b2341388c,2023-11-01,59153.52636101817,27741,44.92,46.15,2023-12-21 12:21:05,sell,46.84,0,withdraw
be939aa305ac90bddee4658b2341388c,2023-11-01,59153.52636101817,27741,44.92,46.15,2023-12-21 12:21:05,buy,44.28,0,withdraw
be939aa305ac90bddee4658b2341388c,2023-11-02,59153.52636101817,27741,44.09,45.44,2023-12-21 12:21:05,sell,46.54,0,withdraw
be939aa305ac90bddee4658b2341388c,2023-11-02,59153.52636101817,27741,44.09,45.44,2023-12-21 12:21:05,buy,42.87,0,withdraw
be939aa305ac90bddee4658b2341388c,2023-11-03,59153.52636101817,27741,44.48,46.33,2023-12-21 12:21:05,sell,46.95,0,withdraw
be939aa305ac90bddee4658b2341388c,2023-11-03,59153.52636101817,27741,44.48,46.33,2023-12-21 12:21:05,buy,42.76,0,withdraw
be939aa305ac90bddee4658b2341388c,2023-11-06,59153.52636101817,3314,45.92,47.89,2023-12-21 12:21:05,sell,47.66,24427,make_a_deal
be939aa305ac90bddee4658b2341388c,2023-11-06,59153.52636101817,3314,45.92,47.89,2023-12-21 12:21:05,buy,44.47,0,withdraw
be939aa305ac90bddee4658b2341388c,2023-11-07,1223458.5726214328,3314,47.05,48.45,2023-12-21 12:21:05,sell,49.06,0,withdraw
be939aa305ac90bddee4658b2341388c,2023-11-07,1223458.5726214328,3314,47.05,48.45,2023-12-21 12:21:05,buy,46.6,0,withdraw
be939aa305ac90bddee4658b2341388c,2023-11-08,1223458.5726214328,1165,47.8,48.99,2023-12-21 12:21:05,sell,48.76,2149,make_a_deal
be939aa305ac90bddee4658b2341388c,2023-11-08,1223458.5726214328,1165,47.8,48.99,2023-12-21 12:21:05,buy,46.67,0,withdraw
be939aa305ac90bddee4658b2341388c,2023-11-09,1328234.5747454297,68,47.98,49.56,2023-12-21 12:21:05,sell,48.6,1097,make_a_deal
be939aa305ac90bddee4658b2341388c,2023-11-09,1328234.5747454297,68,47.98,49.56,2023-12-21 12:21:05,buy,46.73,0,withdraw
be939aa305ac90bddee4658b2341388c,2023-11-10,1381548.7747454296,68,47.27,48.27,2023-12-21 12:21:05,sell,49.31,0,withdraw
be939aa305ac90bddee4658b2341388c,2023-11-10,1381548.7747454296,68,47.27,48.27,2023-12-21 12:21:05,buy,45.99,0,withdraw
be939aa305ac90bddee4658b2341388c,2023-11-13,1381548.7747454296,0,47.82,50.77,2023-12-21 12:21:05,sell,48.48,68,make_a_deal
be939aa305ac90bddee4658b2341388c,2023-11-13,1381548.7747454296,0,47.82,50.77,2023-12-21 12:21:05,buy,45.42,0,withdraw
be939aa305ac90bddee4658b2341388c,2023-11-14,1384845.7516301,0,49.01,50.35,2023-12-21 12:21:05,buy,47.71,0,withdraw
be939aa305ac90bddee4658b2341388c,2023-11-15,1384845.7516301,0,50.1,51.86,2023-12-21 12:21:05,buy,47.8,0,withdraw
be939aa305ac90bddee4658b2341388c,2023-11-16,1384845.7516301,0,49.23,50.3,2023-12-21 12:21:05,buy,47.96,0,withdraw
be939aa305ac90bddee4658b2341388c,2023-11-17,1384845.7516301,0,48.66,49.76,2023-12-21 12:21:05,buy,47.42,0,withdraw
be939aa305ac90bddee4658b2341388c,2023-11-20,1384845.7516301,0,48.81,50.19,2023-12-21 12:21:05,buy,47.98,0,withdraw
be939aa305ac90bddee4658b2341388c,2023-11-21,1384845.7516301,0,48.72,50.05,2023-12-21 12:21:05,buy,47.8,0,withdraw
be939aa305ac90bddee4658b2341388c,2023-11-22,1384845.7516301,0,47.8,48.9,2023-12-21 12:21:05,buy,47.6,0,withdraw
be939aa305ac90bddee4658b2341388c,2023-11-23,1384845.7516301,0,46.81,48.5,2023-12-21 12:21:05,buy,45.96,0,withdraw
be939aa305ac90bddee4658b2341388c,2023-11-24,1384845.7516301,0,45.88,48.47,2023-12-21 12:21:05,buy,45.5,0,withdraw
be939aa305ac90bddee4658b2341388c,2023-11-27,1384845.7516301,0,45.5,46.27,2023-12-21 12:21:05,buy,45.05,0,withdraw
be939aa305ac90bddee4658b2341388c,2023-11-28,1384845.7516301,0,45.15,45.81,2023-12-21 12:21:05,buy,44.28,0,withdraw
be939aa305ac90bddee4658b2341388c,2023-11-29,1384845.7516301,0,44.9,45.77,2023-12-21 12:21:05,buy,44.14,0,withdraw
